date,address,price,dwelling,bathroom,bedroom,carport,size_m2,day,day_of_week,weekend
2019-05-03,"30/18 Plain Street, EAST PERTH WA 6004",400000,Apartment,2,1,1,122,Friday,4,0
2019-05-03,"54/996 Hay Street, PERTH WA 6000",330000,Apartment,1,2,1,122,Friday,4,0
2019-05-03,"20A Windsor Street, PERTH WA 6000",695000,House,2,2,2,122,Friday,4,0
2019-05-03,"46/141 Fitzgerald Street, WEST PERTH WA 6005",400000,Apartment,1,4,1,122,Friday,4,0
2019-05-02,"27/103 Francis Street, NORTHBRIDGE WA 6003",400000,Apartment,1,1,1,122,Thursday,3,0
2019-05-02,"23/76 Newcastle Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Thursday,3,0
2019-05-01,"10/35 Haig Park Circle, EAST PERTH WA 6004",1100000,Apartment,1,1,1,122,Wednesday,2,0
2019-05-01,"46/66 Cleaver Street, WEST PERTH WA 6005",155000,Apartment,4,1,4,122,Wednesday,2,0
2019-05-01,"23/1331 Hay Street, WEST PERTH WA 6005",300000,Apartment,1,2,1,122,Wednesday,2,0
2019-05-01,"17/37 Florence Street, WEST PERTH WA 6005",400000,Apartment,2,3,1,122,Wednesday,2,0
2019-05-01,"16/141 Fitzgerald Street, WEST PERTH WA 6005",400000,Apartment,1,2,1,122,Wednesday,2,0
2019-04-30,"5 Vanguard Terrace, EAST PERTH WA 6004",1715000,House,1,2,0,122,Tuesday,1,0
2019-04-30,"4/120 Terrace Road, PERTH WA 6000",220100,Apartment,1,2,1,122,Tuesday,1,0
2019-04-30,"16/177 Stirling Street, PERTH WA 6000",400000,Apartment,2,2,1,122,Tuesday,1,0
2019-04-30,"16/29 Hill Street, PERTH WA 6000",400000,Apartment,2,2,2,122,Tuesday,1,0
2019-04-30,"722/305 Murray Street, PERTH WA 6000",400000,Apartment,1,1,1,122,Tuesday,1,0
2019-04-28,"66/418-428 Murray Street, PERTH WA 6000",400000,Apartment,2,1,1,122,Sunday,6,1
2019-04-26,"94/580 Hay Street, PERTH WA 6000",530000,Apartment,2,2,1,122,Friday,4,0
2019-04-26,"28A Windsor Street, PERTH WA 6000",400000,Townhouse,2,2,1,122,Friday,4,0
2019-04-26,"77/139-141 Fitzgerald Street, WEST PERTH WA 6005",300000,Apartment,1,2,0,122,Friday,4,0
2019-04-24,"3/26 Saunders Street, EAST PERTH WA 6004",400000,Apartment,1,2,1,122,Wednesday,2,0
2019-04-23,"19/918 Hay Street, PERTH WA 6000",510000,Apartment,2,2,1,122,Tuesday,1,0
2019-04-23,"301/105 Stirling Street, PERTH WA 6000",400000,Apartment,1,1,1,122,Tuesday,1,0
2019-04-23,"34/126 Mounts Bay Road, PERTH WA 6000",400000,Apartment,2,3,1,122,Tuesday,1,0
2019-04-21,"1702/659 Murray Street, WEST PERTH WA 6005",380000,Apartment,1,1,1,122,Sunday,6,1
2019-04-18,"121/131 Harold St, HIGHGATE WA 6003",400000,Apartment,2,2,1,122,Thursday,3,0
2019-04-18,"6/134 Mounts Bay Road, PERTH WA 6000",368000,Apartment,1,3,1,122,Thursday,3,0
2019-04-17,"1111/659 Murray Street, WEST PERTH WA 6005",530000,Apartment,2,2,3,122,Wednesday,2,0
2019-04-17,"36/147 Charles Street, WEST PERTH WA 6005",220000,Apartment,1,1,1,122,Wednesday,2,0
2019-04-16,"59/118 Adelaide Terrace, EAST PERTH WA 6004",410000,Apartment,2,1,1,122,Tuesday,1,0
2019-04-16,"13/118 Adelaide Terrace, EAST PERTH WA 6004",303000,Apartment,2,4,3,122,Tuesday,1,0
2019-04-16,"4/59 Mount Street, WEST PERTH WA 6005",400000,Apartment,1,2,2,122,Tuesday,1,0
2019-04-15,"99/131 Adelaide Terrace, EAST PERTH WA 6004",305000,Apartment,1,1,1,122,Monday,0,0
2019-04-15,"48/288 Lord Street, HIGHGATE WA 6003",385000,Apartment,1,2,1,122,Monday,0,0
2019-04-15,"21 Cantle Street, HIGHGATE WA 6003",650000,House,2,1,2,122,Monday,0,0
2019-04-12,"30/2 Goderich Street, EAST PERTH WA 6004",375000,Apartment,2,2,1,122,Friday,4,0
2019-04-12,"45/60 Forrest Avenue, EAST PERTH WA 6004",400000,Apartment,1,2,1,122,Friday,4,0
2019-04-12,"15/474 Murray Street, PERTH WA 6000",360000,Apartment,1,2,1,122,Friday,4,0
2019-04-12,"12 Janet Street, WEST PERTH WA 6005",980000,House,1,4,0,122,Friday,4,0
2019-04-11,"37/189 Adelaide Terrace, EAST PERTH WA 6004",400000,Off the Plan,1,1,1,122,Thursday,3,0
2019-04-10,"1403/659 Murray Street, WEST PERTH WA 6005",400000,Apartment,2,1,1,122,Wednesday,2,0
2019-04-09,"66/138 Adelaide Terrace, EAST PERTH WA 6004",345000,Apartment,2,2,1,122,Tuesday,1,0
2019-04-09,"22/255 Adelaide Terrace, PERTH WA 6000",290000,Apartment,2,2,1,122,Tuesday,1,0
2019-04-08,"18/121 Hill Street, EAST PERTH WA 6004",300000,Apartment,1,2,1,122,Monday,0,0
2019-04-08,"5/32 Eastbrook Terrace, EAST PERTH WA 6004",510000,Apartment,1,2,1,122,Monday,0,0
2019-04-07,"1/9 Delhi Street, WEST PERTH WA 6005",400000,Apartment,2,2,1,122,Sunday,6,1
2019-04-06,"59 Mary Street, HIGHGATE WA 6003",400000,Townhouse,2,3,1,122,Saturday,5,1
2019-04-06,"8/26 Carr Street, WEST PERTH WA 6005",400000,Townhouse,2,2,2,122,Saturday,5,1
2019-04-05,"34/131 Adelaide Terrace, EAST PERTH WA 6004",295000,Apartment,1,2,0,122,Friday,4,0
2019-04-05,"205/108 Bennett Street, EAST PERTH WA 6004",425000,Apartment,1,1,1,122,Friday,4,0
2019-04-05,"1301/659 Murray Street, WEST PERTH WA 6005",525000,Apartment,1,2,2,122,Friday,4,0
2019-04-04,"34/59 Brewer Street, PERTH WA 6000",390000,Apartment,2,2,1,122,Thursday,3,0
2019-04-03,"104/2 Sherwood Court, PERTH WA 6000",460000,Apartment,1,2,2,122,Wednesday,2,0
2019-04-03,"Unit 88/418-428 Murray St, PERTH WA 6000",400000,Apartment,1,2,1,122,Wednesday,2,0
2019-04-03,"30/28 Robinson Avenue, PERTH WA 6000",400000,Apartment,1,3,1,122,Wednesday,2,0
2019-04-02,"34/134 Aberdeen Street, NORTHBRIDGE WA 6003",472000,Apartment,2,2,2,122,Tuesday,1,0
2019-04-01,"2/315 Bulwer St, PERTH WA 6000",399999,Apartment,2,1,1,122,Monday,0,0
2019-04-01,"105/580 Hay Street, PERTH WA 6000",425000,Apartment,2,4,2,122,Monday,0,0
2019-03-29,"38/99-105 Wellington Street, EAST PERTH WA 6004",330000,Apartment,3,3,2,122,Friday,4,0
2019-03-29,"169/181 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,2,1,1,122,Friday,4,0
2019-03-28,"22/103 Francis Street, NORTHBRIDGE WA 6003",400000,House,1,2,1,122,Thursday,3,0
2019-03-27,"22/48-50 Outram Street, WEST PERTH WA 6005",400000,Apartment,4,1,4,122,Wednesday,2,0
2019-03-26,"5/10 Eastbrook Terrace, EAST PERTH WA 6004",1100000,Apartment,2,2,3,122,Tuesday,1,0
2019-03-26,"9/4 Delhi Street, WEST PERTH WA 6005",400000,Apartment,1,2,1,122,Tuesday,1,0
2019-03-24,"7/54 Cheriton Street, PERTH WA 6000",400000,Apartment,2,2,3,122,Sunday,6,1
2019-03-24,"2801/237 Adelaide Terrace, PERTH WA 6000",400000,Apartment,1,1,0,122,Sunday,6,1
2019-03-22,"116/90 Terrace Road, EAST PERTH WA 6004",1700000,Apartment,2,2,2,122,Friday,4,0
2019-03-21,"89/101 Murray Street, PERTH WA 6000",295000,Apartment,2,1,1,122,Thursday,3,0
2019-03-20,"61/580 Hay Street, PERTH WA 6000",400000,Apartment,1,2,0,122,Wednesday,2,0
2019-03-18,"201/130A Mounts Bay Road, PERTH WA 6000",175000,Apartment,1,1,1,122,Monday,0,0
2019-03-18,"Level 9, 34/580 Hay Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Monday,0,0
2019-03-18,"16/10 Pendal Lane, PERTH WA 6000",400000,Apartment,1,2,2,122,Monday,0,0
2019-03-15,"11/45 Malcolm Street, WEST PERTH WA 6005",180000,Studio,1,2,0,122,Friday,4,0
2019-03-15,"68/38 Kings Park Road, WEST PERTH WA 6005",400000,Apartment,2,3,1,122,Friday,4,0
2019-03-14,"509/36 Mount Street, WEST PERTH WA 6005",400000,Apartment,1,1,1,122,Thursday,3,0
2019-03-14,"76/1178 Hay Street, WEST PERTH WA 6005",400000,Apartment,1,2,1,122,Thursday,3,0
2019-03-13,"39/144 Lincoln Street, HIGHGATE WA 6003",185000,Apartment,1,2,1,122,Wednesday,2,0
2019-03-12,"17/32 Fielder Street, EAST PERTH WA 6004",440000,Apartment,1,1,1,122,Tuesday,1,0
2019-03-12,"807/9 Victoria Avenue, PERTH WA 6000",295000,Apartment,2,3,2,122,Tuesday,1,0
2019-03-11,"61/418 Murray Street, PERTH WA 6000",300000,Apartment,1,2,1,122,Monday,0,0
2019-03-08,"22/11 Regal Place, EAST PERTH WA 6004",230000,Apartment,2,2,1,122,Friday,4,0
2019-03-08,"11/17 Emerald Terrace, WEST PERTH WA 6005",400000,Apartment,2,3,2,122,Friday,4,0
2019-03-07,"7A/70 Terrace Road, EAST PERTH WA 6004",1300000,Apartment,1,2,1,122,Thursday,3,0
2019-03-07,"191/143 Adelaide Terrace, EAST PERTH WA 6004",280000,Apartment,2,2,2,122,Thursday,3,0
2019-03-07,"47/22 Nile Street, EAST PERTH WA 6004",273000,Apartment,2,3,0,122,Thursday,3,0
2019-03-07,"43/20 Royal Street, EAST PERTH WA 6004",525000,Apartment,2,3,1,122,Thursday,3,0
2019-03-07,"1902/659 Murray Street, WEST PERTH WA 6005",390000,Apartment,2,5,1,122,Thursday,3,0
2019-03-07,"30/2 Mayfair Street, WEST PERTH WA 6005",400000,Apartment,2,2,1,122,Thursday,3,0
2019-03-06,"201 HAY STREET, EAST PERTH WA 6004",400000,Apartment,1,4,1,122,Wednesday,2,0
2019-03-06,"24/2 Mayfair Street, WEST PERTH WA 6005",410000,Apartment,2,3,2,122,Wednesday,2,0
2019-03-06,"2/191 Vincent Street, WEST PERTH WA 6005",400000,Townhouse,2,1,2,122,Wednesday,2,0
2019-03-06,"23/4 Delhi Street, WEST PERTH WA 6005",400000,Apartment,1,1,0,122,Wednesday,2,0
2019-03-06,"12/17 Emerald Terrace, WEST PERTH WA 6005",400000,Apartment,2,2,1,122,Wednesday,2,0
2019-03-03,"89/189 Adelaide Terrace, EAST PERTH WA 6004",830000,Apartment,4,1,4,122,Sunday,6,1
2019-03-01,"60/181 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,3,2,2,122,Friday,4,0
2019-03-01,"10 Mary Street, HIGHGATE WA 6003",865000,House,1,2,0,122,Friday,4,0
2019-03-01,"55/375 Hay Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Friday,4,0
2019-03-01,"7/12 Bellevue Terrace, WEST PERTH WA 6005",6250000,Apartment,2,2,2,122,Friday,4,0
2019-02-28,"6/147 Palmerston Street, PERTH WA 6000",400000,House,1,2,0,122,Thursday,3,0
2019-02-28,"Unit 3/45 Malcolm Street, WEST PERTH WA 6005",175000,Apartment,2,2,1,122,Thursday,3,0
2019-02-26,"38/175 Hay Street, EAST PERTH WA 6004",400000,House,2,2,1,122,Tuesday,1,0
2019-02-26,"111/269 James Street, NORTHBRIDGE WA 6003",517000,Apartment,2,2,2,122,Tuesday,1,0
2019-02-25,"221/45 Adelaide Terrace, EAST PERTH WA 6004",155500,Apartment,1,1,1,122,Monday,0,0
2019-02-25,"24/122 Mounts Bay Road, PERTH WA 6000",472500,Apartment,1,2,1,122,Monday,0,0
2019-02-22,"37/269 James Street, NORTHBRIDGE WA 6003",465000,Apartment,2,2,1,122,Friday,4,0
2019-02-22,"2006/659 Murray Street, WEST PERTH WA 6005",620000,Apartment,2,2,1,122,Friday,4,0
2019-02-21,"30/34 East Parade, EAST PERTH WA 6004",450000,Apartment,2,3,2,122,Thursday,3,0
2019-02-21,"7/60 Smith Street, HIGHGATE WA 6003",270000,Townhouse,1,2,1,122,Thursday,3,0
2019-02-21,"90/269 James Street, NORTHBRIDGE WA 6003",400000,Apartment,2,2,1,122,Thursday,3,0
2019-02-21,"2/127 Lake Street, PERTH WA 6000",400000,Townhouse,2,3,1,122,Thursday,3,0
2019-02-20,"72/43 Wickham Street, EAST PERTH WA 6004",400000,Apartment,2,1,1,122,Wednesday,2,0
2019-02-20,"116/15 Aberdeen Street, PERTH WA 6000",203000,Apartment,2,3,1,122,Wednesday,2,0
2019-02-19,"14/149-151 Adelaide Terrace, EAST PERTH WA 6004",430000,Apartment,2,2,1,122,Tuesday,1,0
2019-02-19,"27/180 Stirling Street, PERTH WA 6000",400000,Apartment,2,1,1,122,Tuesday,1,0
2019-02-18,"21/7-9 Bennett Street, EAST PERTH WA 6004",400000,Apartment,2,2,2,122,Monday,0,0
2019-02-18,"28/5 Delhi Street, WEST PERTH WA 6005",490000,Apartment,1,1,1,122,Monday,0,0
2019-02-16,"806/659 Murray Street, WEST PERTH WA 6005",540000,Apartment,2,2,2,122,Saturday,5,1
2019-02-15,"54/269 James Street, NORTHBRIDGE WA 6003",480000,Apartment,2,2,1,122,Friday,4,0
2019-02-14,"75 Smith Street, HIGHGATE WA 6003",859000,House,1,4,1,122,Thursday,3,0
2019-02-14,"12/290-292 Stirling Street, PERTH WA 6000",170000,Apartment,2,2,1,122,Thursday,3,0
2019-02-14,"191/369 Hay street, PERTH WA 6000",400000,Apartment,1,1,0,122,Thursday,3,0
2019-02-14,"1110/659 Murray Street, WEST PERTH WA 6005",502000,Off the Plan,1,1,1,122,Thursday,3,0
2019-02-13,"27/290 Stirling Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Wednesday,2,0
2019-02-12,"54/269 James Street, NORTHBRIDGE WA 6003",400000,Apartment,3,2,4,122,Tuesday,1,0
2019-02-12,"504/305 Murray Street, PERTH WA 6000",232000,Apartment,2,2,1,122,Tuesday,1,0
2019-02-09,"1/33 Mary Street, HIGHGATE WA 6003",400000,Apartment,1,2,0,122,Saturday,5,1
2019-02-07,"76/996 Hay Street, PERTH WA 6000",382500,Apartment,1,4,1,122,Thursday,3,0
2019-02-07,"10 Cantle Street, PERTH WA 6000",400000,House,2,2,1,122,Thursday,3,0
2019-02-06,"33/22 Nile Street, EAST PERTH WA 6004",400000,Apartment,1,2,0,122,Wednesday,2,0
2019-02-06,"Lot 18, Wright Street, HIGHGATE WA 6003",400000,House,2,3,2,122,Wednesday,2,0
2019-02-06,"33/150 Stirling Street, PERTH WA 6000",290000,Apartment,2,2,1,122,Wednesday,2,0
2019-02-05,"34/188 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,3,2,4,122,Tuesday,1,0
2019-02-05,"411/251-257 Hay Street, EAST PERTH WA 6004",400000,Apartment,2,2,1,122,Tuesday,1,0
2019-02-04,"18/132 Terrace Road, PERTH WA 6000",400000,Apartment,1,4,2,122,Monday,0,0
2019-02-02,"13/117 Lake Street, PERTH WA 6000",400000,Townhouse,2,2,1,122,Saturday,5,1
2019-02-02,"109/173 Mounts Bay Road, PERTH WA 6000",400000,Apartment,2,2,1,122,Saturday,5,1
2019-02-01,"25/150 Stirling Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Friday,4,0
2019-01-31,"11/71 Mount Street, WEST PERTH WA 6005",400000,Apartment,2,1,2,122,Thursday,3,0
2019-01-30,"3/52-56 Goderich Street, EAST PERTH WA 6004",415000,Apartment,3,1,2,122,Wednesday,2,0
2019-01-30,"402/18 Rheola Street, WEST PERTH WA 6005",390000,Apartment,2,2,1,122,Wednesday,2,0
2019-01-29,"5/62 Bronte Street, EAST PERTH WA 6004",340000,Apartment,2,1,1,122,Tuesday,1,0
2019-01-29,"1003/108 Terrace Road, EAST PERTH WA 6004",780000,Apartment,2,2,1,122,Tuesday,1,0
2019-01-28,"4 Florence Street, WEST PERTH WA 6005",400000,House,1,1,0,122,Monday,0,0
2019-01-25,"3/11 Bennett Street, EAST PERTH WA 6004",430000,Apartment,1,4,1,122,Friday,4,0
2019-01-25,"39/131 Adelaide Terrace, EAST PERTH WA 6004",405000,Apartment,1,2,0,122,Friday,4,0
2019-01-25,"23/20 Pendal Lane, PERTH WA 6000",380000,Apartment,1,2,1,122,Friday,4,0
2019-01-25,"7C/811 Hay Street, PERTH WA 6000",400000,Apartment,2,2,1,122,Friday,4,0
2019-01-24,"9/340 Stirling Street, HIGHGATE WA 6003",177000,Apartment,1,1,1,122,Thursday,3,0
2019-01-24,"224 Bulwer Street, PERTH WA 6000",400000,House,3,1,2,122,Thursday,3,0
2019-01-24,"1/26 Carr Street, WEST PERTH WA 6005",405000,House,2,3,2,122,Thursday,3,0
2019-01-23,"37/189 Adelaide Terrace, EAST PERTH WA 6004",590000,Off the Plan,1,2,1,122,Wednesday,2,0
2019-01-23,"51/128 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,1,1,1,122,Wednesday,2,0
2019-01-23,"117A Summers Street, PERTH WA 6000",950000,House,1,1,1,122,Wednesday,2,0
2019-01-21,"504/35-37 Bronte Street, EAST PERTH WA 6004",760000,Off the Plan,1,1,1,122,Monday,0,0
2019-01-21,"22/102 Goderich Street, EAST PERTH WA 6004",295000,Apartment,2,2,2,122,Monday,0,0
2019-01-21,"29/48 Wellington Street, EAST PERTH WA 6004",400000,Apartment,2,3,2,122,Monday,0,0
2019-01-20,"13/300 Stirling Street, PERTH WA 6000",210000,Apartment,1,3,1,122,Sunday,6,1
2019-01-20,"6/26 Carr St, WEST PERTH WA 6005",400000,Townhouse,1,3,1,122,Sunday,6,1
2019-01-18,"21/20 Royal Street, EAST PERTH WA 6004",835000,Apartment,1,2,0,122,Friday,4,0
2019-01-18,"41/2 Goderich Street, EAST PERTH WA 6004",406000,Apartment,1,3,0,122,Friday,4,0
2019-01-18,"9/87 Bulwer Street, PERTH WA 6000",315000,House,2,5,2,122,Friday,4,0
2019-01-18,"Unit 47/227 Vincent Street, WEST PERTH WA 6005",159000,Apartment,2,2,2,122,Friday,4,0
2019-01-17,"22/45 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,1,2,1,122,Thursday,3,0
2019-01-17,"118 Carr Street, WEST PERTH WA 6005",660000,Semi-Detached,2,2,1,122,Thursday,3,0
2019-01-15,"1/132 Royal Street, EAST PERTH WA 6004",990000,Townhouse,2,2,1,122,Tuesday,1,0
2019-01-15,"1/82 Royal Street, EAST PERTH WA 6004",675000,Apartment,2,1,0,122,Tuesday,1,0
2019-01-15,"4C Stuart Street, PERTH WA 6000",400000,Townhouse,1,4,1,122,Tuesday,1,0
2019-01-15,"41/273 Beaufort Street, PERTH WA 6000",400000,Apartment,1,3,1,122,Tuesday,1,0
2019-01-15,"74/141 Fitzgerald Street, WEST PERTH WA 6005",400000,Apartment,1,2,1,122,Tuesday,1,0
2019-01-14,"514 & 516 William Street, HIGHGATE WA 6003",400000,House,2,1,2,122,Monday,0,0
2019-01-14,"3/147 Charles Street, WEST PERTH WA 6005",231000,Apartment,1,2,1,122,Monday,0,0
2019-01-13,"13/500 Beaufort Street, HIGHGATE WA 6003",400000,Townhouse,2,2,1,122,Sunday,6,1
2019-01-11,"52/123 Wellington Street, EAST PERTH WA 6004",300000,Apartment,1,1,1,122,Friday,4,0
2019-01-11,"68/78 Terrace Road, EAST PERTH WA 6004",720000,Apartment,1,3,1,122,Friday,4,0
2019-01-11,"5/229 Adelaide Terrace, PERTH WA 6000",310000,Apartment,1,2,1,122,Friday,4,0
2019-01-11,"486 Newcastle Street, WEST PERTH WA 6005",400000,House,1,2,1,122,Friday,4,0
2019-01-10,"Unit 8/300 Stirling Street, PERTH WA 6000",276500,Apartment,2,3,0,122,Thursday,3,0
2019-01-09,"24/288 Lord Street, HIGHGATE WA 6003",400000,Apartment,1,2,2,122,Wednesday,2,0
2019-01-09,"11/290 Stirling  Street, PERTH WA 6000",400000,Apartment,2,2,1,122,Wednesday,2,0
2019-01-07,"213/126-128 Mounts Bay Rd, PERTH WA 6000",400000,Apartment,2,2,2,122,Monday,0,0
2019-01-06,"27/7-9 Bennett Street, EAST PERTH WA 6004",400000,Apartment,2,2,3,122,Sunday,6,1
2019-01-04,"30/33 Mounts Bay Road, PERTH WA 6000",400000,Apartment,3,2,2,122,Friday,4,0
2019-01-04,"18/16 Kings Park Road, WEST PERTH WA 6005",540000,Apartment,2,1,1,122,Friday,4,0
2019-01-03,"123/131 Harold Street, HIGHGATE WA 6003",430000,Apartment,2,3,2,122,Thursday,3,0
2018-12-28,"18/1 Douro Place, WEST PERTH WA 6005",400000,Apartment,2,1,1,122,Friday,4,0
2018-12-27,"117/90 Terrace Road, EAST PERTH WA 6004",3250000,Apartment,1,3,1,122,Thursday,3,0
2018-12-27,"57/181 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,1,2,1,122,Thursday,3,0
2018-12-24,"1203/105 Stirling Street, PERTH WA 6000",560000,Off the Plan,1,2,2,122,Monday,0,0
2018-12-24,"908/105 Stirling Street, PERTH WA 6000",599000,Off the Plan,2,1,0,122,Monday,0,0
2018-12-24,"8/15 Aberdeen Street, PERTH WA 6000",234500,Apartment,5,1,2,122,Monday,0,0
2018-12-21,"17/55 Wellington Street, EAST PERTH WA 6004",340000,Apartment,1,1,1,122,Friday,4,0
2018-12-21,"49/131 Adelaide Terrace, EAST PERTH WA 6004",295000,Apartment,2,2,1,122,Friday,4,0
2018-12-20,"87/189 Adelaide Terrace, EAST PERTH WA 6004",850000,Apartment,2,2,1,122,Thursday,3,0
2018-12-20,"29 - 49 Lindsay Street, PERTH WA 6000",4876200,House,2,2,1,122,Thursday,3,0
2018-12-20,"29 - 49 Lindsay Street, PERTH WA 6000",4867200,House,1,2,0,122,Thursday,3,0
2018-12-20,"2H/811 Hay Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Thursday,3,0
2018-12-20,"60/99 Palmerston Street, PERTH WA 6000",400000,Apartment,1,2,1,122,Thursday,3,0
2018-12-19,"6/128 Brown Street, EAST PERTH WA 6004",400000,Apartment,1,1,2,122,Wednesday,2,0
2018-12-19,"23/269 James Street, NORTHBRIDGE WA 6003",455000,Apartment,2,3,1,122,Wednesday,2,0
2018-12-19,"10/122 Terrace Road, PERTH WA 6000",185000,Apartment,2,3,1,122,Wednesday,2,0
2018-12-18,"63/66 Cleaver Street, WEST PERTH WA 6005",150000,Apartment,2,3,0,122,Tuesday,1,0
2018-12-17,"201/35 Bronte Street, EAST PERTH WA 6004",288400,Off the Plan,1,2,1,122,Monday,0,0
2018-12-17,"23/102 Goderich Street, EAST PERTH WA 6004",300000,Apartment,1,1,1,122,Monday,0,0
2018-12-17,"63/269 James Street, NORTHBRIDGE WA 6003",485000,Apartment,1,2,2,122,Monday,0,0
2018-12-16,"8/1 Coolgardie Street, WEST PERTH WA 6005",400000,Apartment,1,3,2,122,Sunday,6,1
2018-12-15,"6/918 Hay Street, PERTH WA 6000",400000,Apartment,2,3,1,122,Saturday,5,1
2018-12-14,"1110/8 Adelaide Tce, EAST PERTH WA 6004",400000,Apartment,2,4,1,122,Friday,4,0
2018-12-14,"207/45 Malcolm Street, WEST PERTH WA 6005",200500,Studio,1,2,1,122,Friday,4,0
2018-12-13,"350B Lord Street, HIGHGATE WA 6003",516000,House,1,2,1,122,Thursday,3,0
2018-12-12,"208/35 Bronte Street, EAST PERTH WA 6004",445000,Apartment,1,2,2,122,Wednesday,2,0
2018-12-12,"133/181 Adelaide Terrace, EAST PERTH WA 6004",400000,Apartment,2,4,2,122,Wednesday,2,0
2018-12-12,"115A Summers Street, PERTH WA 6000",770000,House,3,1,2,122,Wednesday,2,0
2018-12-12,"47 Victoria Street, WEST PERTH WA 6005",400000,House,2,1,2,122,Wednesday,2,0
2018-12-11,"14/60 Smith Street, HIGHGATE WA 6003",300000,Apartment,3,2,1,122,Tuesday,1,0
2018-12-11,"50/99 Palmerston Street, PERTH WA 6000",337500,Apartment,1,1,1,122,Tuesday,1,0
2018-12-11,"402/18 Rheola, WEST PERTH WA 6005",390000,Apartment,2,2,2,122,Tuesday,1,0
2018-12-11,"177C Fitzgerald Street, WEST PERTH WA 6005",645000,Townhouse,2,2,0,122,Tuesday,1,0
2018-12-10,"16 Victory Terrace, EAST PERTH WA 6004",870000,House,2,2,1,122,Monday,0,0
2018-12-10,"18 Old Belvidere Promenade, EAST PERTH WA 6004",1400800,House,1,2,1,122,Monday,0,0
2018-12-10,"4/315 Bulwer Street, PERTH WA 6000",400000,Apartment,1,2,0,122,Monday,0,0
2018-12-10,"17/21 Altona Street, WEST PERTH WA 6005",400000,Apartment,2,2,1,122,Monday,0,0
2018-12-10,"16/2 Colin Street, WEST PERTH WA 6005",400000,Apartment,1,2,1,122,Monday,0,0
2018-12-09,"117 Brown Street, EAST PERTH WA 6004",400000,House,2,2,1,122,Sunday,6,1
2018-12-06,"37/122 Terrace Road, PERTH WA 6000",175000,Apartment,2,2,1,122,Thursday,3,0
2018-12-05,"6/190 Hay Street, EAST PERTH WA 6004",258000,Apartment,2,2,1,122,Wednesday,2,0
2018-12-05,"66/250 Beaufort Street, PERTH WA 6000",409000,Apartment,2,2,1,122,Wednesday,2,0
2018-12-05,"726/305 Murray Street, PERTH WA 6000",400000,Apartment,2,2,1,122,Wednesday,2,0
